filename,width,height,class,xmin,ymin,xmax,ymax
14_083_6_0031.bmp,1000,1000,Stenosis,263,300,321,339
14_080_3_0037.bmp,608,608,Stenosis,225,255,274,283
14_015_1_0021.bmp,1000,1000,Stenosis,238,209,341,271
14_044_1_0037.bmp,512,512,Stenosis,123,91,142,111
14_029_6_0059.bmp,800,800,Stenosis,108,398,152,423
14_085_4_0055.bmp,800,800,Stenosis,339,193,433,236
14_081_6_0025.bmp,800,800,Stenosis,357,128,415,157
14_084_3_0044.bmp,1000,1000,Stenosis,231,251,270,293
14_021_1_0105.bmp,800,800,Stenosis,214,516,293,565
14_051_2_0043.bmp,512,512,Stenosis,94,356,126,403
14_021_31_0033.bmp,512,512,Stenosis,166,180,204,209
14_029_5_0056.bmp,800,800,Stenosis,187,423,255,457
14_053_4_0054.bmp,800,800,Stenosis,395,169,440,201
14_053_1_0030.bmp,800,800,Stenosis,186,473,246,510
14_088_3_0026.bmp,800,800,Stenosis,435,236,479,318
14_021_37_0052.bmp,512,512,Stenosis,169,405,227,430
14_034_6_0033.bmp,512,512,Stenosis,137,110,159,135
14_024_4_0061.bmp,800,800,Stenosis,425,385,450,465
14_081_7_0048.bmp,800,800,Stenosis,359,262,385,337
14_006_1_0052.bmp,800,800,Stenosis,507,459,600,582
14_031_6_0035.bmp,800,800,Stenosis,362,159,376,195
14_068_1_0024.bmp,512,512,Stenosis,127,119,156,151
14_057_3_0071.bmp,1000,1000,Stenosis,422,143,491,193
14_048_2_0021.bmp,1000,1000,Stenosis,223,288,254,323
14_053_2_0078.bmp,800,800,Stenosis,182,330,261,362
14_026_2_0021.bmp,800,800,Stenosis,179,196,230,232
14_039_4_0054.bmp,800,800,Stenosis,222,236,246,253
14_096_3_0072.bmp,800,800,Stenosis,285,167,331,202
14_052_1_0013.bmp,512,512,Stenosis,140,311,188,333
14_066_10_0073.bmp,1000,1000,Stenosis,282,218,315,264
14_073_1_0049.bmp,1000,1000,Stenosis,554,314,591,388
14_026_3_0052.bmp,800,800,Stenosis,237,239,275,293
14_023_4_0078.bmp,800,800,Stenosis,274,174,309,219
14_046_6_0066.bmp,608,608,Stenosis,163,184,186,210
14_044_5_0049.bmp,512,512,Stenosis,265,107,274,121
14_026_2_0036.bmp,800,800,Stenosis,201,213,246,247
14_019_5_0088.bmp,800,800,Stenosis,374,144,428,174
14_021_6_0054.bmp,800,800,Stenosis,418,181,469,232
14_068_3_0021.bmp,512,512,Stenosis,156,216,181,247
14_085_2_0049.bmp,800,800,Stenosis,366,141,453,181
14_018_6_0051.bmp,608,608,Stenosis,175,155,209,204
14_098_3_0005.bmp,800,800,Stenosis,347,108,402,134
14_034_6_0015.bmp,512,512,Stenosis,128,74,152,100
14_002_5_0030.bmp,512,512,Stenosis,220,167,236,182
14_031_6_0034.bmp,800,800,Stenosis,366,168,386,204
14_032_4_0061.bmp,800,800,Stenosis,203,202,237,230
14_084_5_0022.bmp,1000,1000,Stenosis,322,183,406,222
14_021_1_0065.bmp,800,800,Stenosis,179,571,275,616
14_042_4_0057.bmp,800,800,Stenosis,506,359,526,390
14_024_1_0042.bmp,800,800,Stenosis,185,174,221,201
14_084_7_0066.bmp,800,800,Stenosis,172,229,218,293
14_062_3_0067.bmp,1000,1000,Stenosis,511,389,567,445
14_016_1_0070.bmp,800,800,Stenosis,359,176,440,212
14_015_1_0054.bmp,1000,1000,Stenosis,259,209,377,254
14_051_2_0057.bmp,512,512,Stenosis,98,314,128,359
14_021_5_0069.bmp,800,800,Stenosis,236,219,276,258
14_095_8_0051.bmp,800,800,Stenosis,211,181,251,203
14_024_3_0047.bmp,800,800,Stenosis,326,350,365,398
14_053_1_0036.bmp,800,800,Stenosis,179,477,257,521
14_024_5_0048.bmp,800,800,Stenosis,444,81,490,129
14_034_7_0015.bmp,512,512,Stenosis,159,122,195,151
14_029_6_0089.bmp,800,800,Stenosis,171,464,213,494
14_059_2_0040.bmp,800,800,Stenosis,192,118,238,142
14_007_5_0039.bmp,800,800,Stenosis,421,201,464,243
14_066_8_0032.bmp,800,800,Stenosis,117,153,160,186
14_029_2_0046.bmp,800,800,Stenosis,177,266,222,312
14_096_6_0031.bmp,800,800,Stenosis,214,173,321,205
14_010_6_0046.bmp,512,512,Stenosis,139,246,180,300
14_059_2_0058.bmp,800,800,Stenosis,214,167,267,194
14_015_1_0016.bmp,1000,1000,Stenosis,228,151,318,234
14_031_3_0043.bmp,800,800,Stenosis,422,376,454,401
14_077_5_0058.bmp,800,800,Stenosis,345,248,387,301
14_042_1_0022.bmp,800,800,Stenosis,313,268,345,293
14_053_5_0061.bmp,800,800,Stenosis,178,83,249,110
14_050_9_0045.bmp,512,512,Stenosis,258,143,273,176
14_095_2_0036.bmp,800,800,Stenosis,444,362,480,406
14_042_4_0058.bmp,800,800,Stenosis,495,370,513,398
14_022_2_0056.bmp,800,800,Stenosis,351,157,422,191
14_087_2_0084.bmp,800,800,Stenosis,248,265,340,291
14_062_5_0056.bmp,800,800,Stenosis,127,395,149,473
14_022_1_0064.bmp,800,800,Stenosis,253,306,284,345
14_048_1_0085.bmp,1000,1000,Stenosis,267,410,297,438
14_057_3_0076.bmp,1000,1000,Stenosis,395,122,471,168
14_031_3_0045.bmp,800,800,Stenosis,420,379,449,402
14_029_5_0100.bmp,800,800,Stenosis,183,441,211,473
14_016_1_0066.bmp,800,800,Stenosis,367,186,425,223
14_040_1_0012.bmp,512,512,Stenosis,260,193,271,211
14_018_6_0057.bmp,608,608,Stenosis,188,146,218,201
14_095_2_0043.bmp,800,800,Stenosis,501,401,530,434
14_059_1_0053.bmp,800,800,Stenosis,389,362,485,417
14_024_5_0052.bmp,800,800,Stenosis,458,68,498,125
14_085_4_0035.bmp,800,800,Stenosis,312,118,410,155
14_096_4_0049.bmp,800,800,Stenosis,179,182,245,207
14_024_6_0024.bmp,608,608,Stenosis,260,140,297,158
14_039_5_0074.bmp,800,800,Stenosis,223,109,263,143
14_085_4_0070.bmp,800,800,Stenosis,318,166,401,212
14_032_4_0049.bmp,800,800,Stenosis,194,183,228,211
14_021_16_0059.bmp,608,608,Stenosis,105,74,130,113
14_051_2_0039.bmp,512,512,Stenosis,64,261,90,305
14_024_5_0047.bmp,800,800,Stenosis,438,84,480,128
14_081_3_0030.bmp,800,800,Stenosis,65,258,96,338
14_039_4_0063.bmp,800,800,Stenosis,302,222,330,248
14_095_5_0057.bmp,800,800,Stenosis,267,257,325,291
14_018_8_0022.bmp,608,608,Stenosis,179,167,218,214
14_048_2_0033.bmp,1000,1000,Stenosis,183,235,208,276
14_010_1_0029.bmp,512,512,Stenosis,110,220,155,268
14_029_4_0051.bmp,800,800,Stenosis,492,207,526,249
14_050_10_0038.bmp,512,512,Stenosis,213,169,260,187
14_084_1_0042.bmp,1000,1000,Stenosis,259,407,299,473
14_048_2_0092.bmp,1000,1000,Stenosis,164,212,192,241
14_046_6_0069.bmp,608,608,Stenosis,201,188,226,215
14_039_1_0021.bmp,800,800,Stenosis,311,125,348,154
14_032_4_0033.bmp,800,800,Stenosis,205,203,239,233
14_032_7_0022.bmp,800,800,Stenosis,378,289,410,315
14_066_9_0064.bmp,1000,1000,Stenosis,542,311,597,361
14_028_2_0092.bmp,800,800,Stenosis,302,55,357,96
14_007_8_0058.bmp,800,800,Stenosis,441,161,491,201
14_042_4_0063.bmp,800,800,Stenosis,511,392,533,426
14_096_6_0026.bmp,800,800,Stenosis,251,184,355,220
14_017_1_0052.bmp,512,512,Stenosis,221,223,244,244
14_057_3_0091.bmp,1000,1000,Stenosis,396,155,461,205
14_085_4_0073.bmp,800,800,Stenosis,316,159,408,207
14_024_6_0064.bmp,608,608,Stenosis,273,167,310,198
14_024_3_0019.bmp,800,800,Stenosis,374,303,409,358
14_084_5_0017.bmp,1000,1000,Stenosis,333,195,412,232
14_075_4_0058.bmp,512,512,Stenosis,127,214,173,237
14_095_1_0040.bmp,800,800,Stenosis,528,483,577,510
14_077_5_0045.bmp,800,800,Stenosis,347,232,380,269
14_062_5_0051.bmp,800,800,Stenosis,123,397,160,467
14_028_3_0083.bmp,800,800,Stenosis,245,200,305,241
14_088_3_0052.bmp,800,800,Stenosis,448,267,488,354
14_007_8_0081.bmp,800,800,Stenosis,474,192,522,224
14_088_6_0033.bmp,800,800,Stenosis,166,167,234,238
14_096_6_0049.bmp,800,800,Stenosis,236,210,340,243
14_099_6_0013.bmp,512,512,Stenosis,144,166,169,189
14_096_6_0066.bmp,800,800,Stenosis,249,224,350,253
14_095_2_0076.bmp,800,800,Stenosis,467,342,493,381
14_033_4_0034.bmp,800,800,Stenosis,387,127,416,166
14_096_4_0065.bmp,800,800,Stenosis,229,221,282,259
14_049_3_0022.bmp,800,800,Stenosis,303,94,333,109
14_026_3_0064.bmp,800,800,Stenosis,209,259,256,296
14_007_10_0073.bmp,800,800,Stenosis,404,134,457,173
14_029_6_0063.bmp,800,800,Stenosis,154,434,189,456
14_094_2_0044.bmp,512,512,Stenosis,121,111,144,135
14_022_7_0058.bmp,800,800,Stenosis,192,129,229,178
14_029_5_0052.bmp,800,800,Stenosis,188,402,241,438
14_050_9_0028.bmp,512,512,Stenosis,249,118,267,150
14_042_5_0041.bmp,800,800,Stenosis,226,331,243,359
14_096_3_0060.bmp,800,800,Stenosis,345,167,386,194
14_050_10_0033.bmp,512,512,Stenosis,224,188,273,201
14_032_4_0021.bmp,800,800,Stenosis,193,163,236,193
14_050_10_0031.bmp,512,512,Stenosis,255,184,294,201
14_057_3_0069.bmp,1000,1000,Stenosis,389,138,461,181
14_032_7_0027.bmp,800,800,Stenosis,349,341,369,366
14_087_2_0045.bmp,800,800,Stenosis,251,267,335,295
14_040_1_0015.bmp,512,512,Stenosis,233,182,242,200
14_007_8_0116.bmp,800,800,Stenosis,474,178,516,216
14_099_6_0020.bmp,512,512,Stenosis,135,160,151,184
14_062_2_0048.bmp,1000,1000,Stenosis,324,204,406,267
14_032_7_0040.bmp,800,800,Stenosis,394,289,411,319
14_077_5_0080.bmp,800,800,Stenosis,359,256,390,305
14_088_8_0061.bmp,800,800,Stenosis,623,262,684,290
14_024_4_0024.bmp,800,800,Stenosis,424,434,455,473
14_085_1_0088.bmp,800,800,Stenosis,141,396,176,476
14_007_8_0039.bmp,800,800,Stenosis,421,143,460,183
14_040_1_0023.bmp,512,512,Stenosis,244,170,256,189
14_059_1_0099.bmp,800,800,Stenosis,410,395,490,435
14_094_3_0033.bmp,512,512,Stenosis,184,106,217,143
14_044_3_0050.bmp,512,512,Stenosis,264,333,284,344
14_084_7_0067.bmp,800,800,Stenosis,179,225,227,305
14_048_2_0085.bmp,1000,1000,Stenosis,209,262,233,291
14_033_3_0056.bmp,800,800,Stenosis,371,184,405,215
14_075_8_0031.bmp,512,512,Stenosis,190,82,245,115
14_029_2_0054.bmp,800,800,Stenosis,235,288,278,334
14_088_6_0052.bmp,800,800,Stenosis,194,135,252,195
14_075_5_0035.bmp,512,512,Stenosis,162,25,218,53
14_006_1_0087.bmp,800,800,Stenosis,449,448,563,577
14_044_1_0048.bmp,512,512,Stenosis,151,117,168,132
14_099_5_0022.bmp,512,512,Stenosis,282,104,315,126
14_021_5_0072.bmp,800,800,Stenosis,226,202,294,243
14_002_5_0038.bmp,512,512,Stenosis,214,161,235,177
14_017_1_0043.bmp,512,512,Stenosis,224,235,249,252
14_095_2_0048.bmp,800,800,Stenosis,511,400,545,439
14_064_2_0072.bmp,800,800,Stenosis,399,316,456,416
14_067_7_0014.bmp,512,512,Stenosis,223,132,240,179
14_077_5_0064.bmp,800,800,Stenosis,344,228,389,270
14_024_4_0025.bmp,800,800,Stenosis,426,428,452,477
14_059_1_0064.bmp,800,800,Stenosis,386,377,478,419
14_006_1_0089.bmp,800,800,Stenosis,482,456,564,582
14_044_3_0036.bmp,512,512,Stenosis,230,260,253,277
14_053_2_0031.bmp,800,800,Stenosis,154,284,217,308
14_026_3_0069.bmp,800,800,Stenosis,208,269,250,315
14_083_1_0044.bmp,800,800,Stenosis,257,138,354,162
14_022_2_0057.bmp,800,800,Stenosis,347,158,428,191
14_070_5_0044.bmp,512,512,Stenosis,75,163,102,190
14_042_4_0043.bmp,800,800,Stenosis,533,360,551,385
14_062_3_0036.bmp,1000,1000,Stenosis,498,422,576,461
14_085_1_0056.bmp,800,800,Stenosis,145,431,181,499
14_044_1_0032.bmp,512,512,Stenosis,125,93,151,108
14_007_8_0110.bmp,800,800,Stenosis,479,189,515,222
14_031_5_0038.bmp,800,800,Stenosis,482,198,520,233
14_007_6_0077.bmp,800,800,Stenosis,485,181,522,222
14_023_3_0056.bmp,800,800,Stenosis,257,198,316,246
14_055_5_0024.bmp,512,512,Stenosis,153,142,172,167
14_007_10_0070.bmp,800,800,Stenosis,406,127,451,160
14_057_2_0066.bmp,1000,1000,Stenosis,432,210,489,254
14_095_8_0050.bmp,800,800,Stenosis,220,179,262,214
14_062_2_0064.bmp,1000,1000,Stenosis,289,147,382,201
14_039_7_0064.bmp,800,800,Stenosis,274,188,306,216
14_050_8_0025.bmp,512,512,Stenosis,168,133,221,150
14_014_1_0010.bmp,512,512,Stenosis,135,88,177,124
14_022_1_0076.bmp,800,800,Stenosis,263,307,295,355
14_007_3_0058.bmp,800,800,Stenosis,449,223,489,257
14_018_6_0041.bmp,608,608,Stenosis,150,142,190,189
14_059_1_0066.bmp,800,800,Stenosis,397,389,491,422
14_042_2_0064.bmp,800,800,Stenosis,184,252,209,279
14_021_2_0029.bmp,800,800,Stenosis,344,567,400,616
14_024_6_0068.bmp,608,608,Stenosis,283,166,320,199
14_064_3_0013.bmp,1000,1000,Stenosis,503,408,541,493
14_062_3_0049.bmp,1000,1000,Stenosis,513,415,576,452
14_007_10_0065.bmp,800,800,Stenosis,426,147,463,188
14_042_3_0016.bmp,800,800,Stenosis,380,163,393,183
14_022_6_0026.bmp,800,800,Stenosis,117,278,139,335
14_021_15_0031.bmp,608,608,Stenosis,275,95,297,146
14_029_1_0052.bmp,800,800,Stenosis,324,320,374,354
14_010_1_0016.bmp,512,512,Stenosis,112,247,146,273
14_084_5_0047.bmp,1000,1000,Stenosis,317,186,410,222
14_085_5_0058.bmp,800,800,Stenosis,329,134,435,168
14_062_3_0058.bmp,1000,1000,Stenosis,512,407,571,441
14_085_5_0075.bmp,800,800,Stenosis,279,90,363,129
14_040_2_0026.bmp,512,512,Stenosis,255,348,274,372
14_029_4_0082.bmp,800,800,Stenosis,516,218,563,266
14_081_6_0040.bmp,800,800,Stenosis,356,125,436,151
14_087_1_0083.bmp,800,800,Stenosis,273,255,343,295
14_068_2_0028.bmp,512,512,Stenosis,124,156,151,182
14_039_5_0036.bmp,800,800,Stenosis,213,73,249,99
14_096_3_0065.bmp,800,800,Stenosis,321,170,368,201
14_048_2_0052.bmp,1000,1000,Stenosis,220,284,249,319
14_053_5_0048.bmp,800,800,Stenosis,196,70,264,100
14_032_4_0046.bmp,800,800,Stenosis,194,195,226,220
14_021_4_0065.bmp,608,608,Stenosis,261,279,346,325
14_007_5_0125.bmp,800,800,Stenosis,448,221,487,262
14_085_4_0054.bmp,800,800,Stenosis,343,187,434,226
14_022_1_0042.bmp,800,800,Stenosis,242,296,263,338
14_015_1_0023.bmp,1000,1000,Stenosis,236,211,363,271
14_070_4_0035.bmp,512,512,Stenosis,191,354,223,402
14_055_5_0011.bmp,512,512,Stenosis,160,138,177,155
14_039_5_0039.bmp,800,800,Stenosis,248,84,283,110
14_075_1_0015.bmp,512,512,Stenosis,83,171,109,269
14_006_1_0045.bmp,800,800,Stenosis,495,427,587,569
14_028_1_0051.bmp,800,800,Stenosis,250,198,318,237
14_042_2_0072.bmp,800,800,Stenosis,168,181,184,206
14_016_1_0072.bmp,800,800,Stenosis,361,172,442,211
14_029_2_0048.bmp,800,800,Stenosis,190,279,229,316
14_024_4_0044.bmp,800,800,Stenosis,435,440,472,491
14_066_10_0047.bmp,1000,1000,Stenosis,326,258,356,295
14_042_5_0053.bmp,800,800,Stenosis,296,340,315,366
14_095_1_0042.bmp,800,800,Stenosis,529,495,585,524
14_059_2_0046.bmp,800,800,Stenosis,166,106,227,137
14_094_2_0063.bmp,512,512,Stenosis,149,124,170,146
14_096_5_0051.bmp,800,800,Stenosis,225,132,334,165
14_084_3_0033.bmp,1000,1000,Stenosis,184,262,222,322
14_066_10_0044.bmp,1000,1000,Stenosis,360,283,395,331
14_050_10_0032.bmp,512,512,Stenosis,234,191,279,204
14_048_1_0029.bmp,1000,1000,Stenosis,271,413,314,434
14_028_2_0073.bmp,800,800,Stenosis,269,94,335,137
14_095_1_0055.bmp,800,800,Stenosis,516,467,579,498
14_029_6_0044.bmp,800,800,Stenosis,152,436,183,454
14_042_4_0054.bmp,800,800,Stenosis,523,352,537,378
14_062_3_0041.bmp,1000,1000,Stenosis,523,400,572,457
14_048_2_0020.bmp,1000,1000,Stenosis,225,286,247,312
14_028_1_0095.bmp,800,800,Stenosis,235,238,305,281
14_044_5_0037.bmp,512,512,Stenosis,272,98,279,109
14_095_4_0029.bmp,800,800,Stenosis,159,421,212,456
14_064_2_0060.bmp,800,800,Stenosis,340,353,401,456
14_007_10_0090.bmp,800,800,Stenosis,458,187,500,222
14_040_5_0039.bmp,512,512,Stenosis,422,176,437,187
14_021_6_0047.bmp,800,800,Stenosis,361,132,423,192
14_066_10_0080.bmp,1000,1000,Stenosis,281,228,306,269
14_044_5_0038.bmp,512,512,Stenosis,276,97,282,110
14_007_5_0044.bmp,800,800,Stenosis,416,191,456,238
14_021_34_0030.bmp,512,512,Stenosis,370,152,396,174
14_098_3_0012.bmp,800,800,Stenosis,362,122,424,145
14_075_4_0048.bmp,512,512,Stenosis,106,193,149,214
14_032_6_0046.bmp,800,800,Stenosis,467,272,495,315
14_003_1_0014.bmp,512,512,Stenosis,162,284,200,316
14_057_2_0049.bmp,1000,1000,Stenosis,421,186,491,227
14_022_1_0043.bmp,800,800,Stenosis,243,298,269,350
14_032_7_0020.bmp,800,800,Stenosis,404,292,434,313
14_076_3_0025.bmp,512,512,Stenosis,218,196,287,217
14_022_7_0056.bmp,800,800,Stenosis,183,127,216,167
14_084_1_0056.bmp,1000,1000,Stenosis,222,394,266,457
14_088_1_0043.bmp,800,800,Stenosis,498,206,571,247
14_087_2_0040.bmp,800,800,Stenosis,219,248,324,279
14_024_4_0043.bmp,800,800,Stenosis,431,434,462,495
14_095_2_0055.bmp,800,800,Stenosis,462,337,495,373
14_031_7_0022.bmp,800,800,Stenosis,432,158,462,175
14_049_3_0018.bmp,800,800,Stenosis,330,115,356,128
14_029_5_0053.bmp,800,800,Stenosis,184,402,232,446
14_053_1_0068.bmp,800,800,Stenosis,161,511,227,545
14_019_5_0077.bmp,800,800,Stenosis,374,140,430,176
14_048_5_0015.bmp,1000,1000,Stenosis,519,197,543,223
14_073_1_0055.bmp,1000,1000,Stenosis,523,273,562,340
14_099_6_0019.bmp,512,512,Stenosis,129,142,150,170
14_029_5_0095.bmp,800,800,Stenosis,195,413,219,463
14_064_3_0014.bmp,1000,1000,Stenosis,505,395,545,476
14_021_15_0033.bmp,608,608,Stenosis,277,99,307,164
14_048_2_0034.bmp,1000,1000,Stenosis,178,230,210,274
14_042_1_0056.bmp,800,800,Stenosis,231,295,253,326
14_098_4_0021.bmp,800,800,Stenosis,272,190,331,224
14_017_1_0047.bmp,512,512,Stenosis,186,242,211,258
14_040_5_0034.bmp,512,512,Stenosis,384,189,401,203
14_039_2_0057.bmp,800,800,Stenosis,177,136,205,161
14_088_1_0056.bmp,800,800,Stenosis,456,170,534,207
14_085_1_0066.bmp,800,800,Stenosis,170,436,204,499
14_085_2_0034.bmp,800,800,Stenosis,349,81,432,129
14_022_6_0030.bmp,800,800,Stenosis,124,283,152,348
14_095_7_0034.bmp,800,800,Stenosis,108,210,138,263
14_085_5_0076.bmp,800,800,Stenosis,281,91,365,130
14_010_1_0049.bmp,512,512,Stenosis,3,145,41,201
14_031_4_0050.bmp,800,800,Stenosis,393,328,417,372
14_022_1_0041.bmp,800,800,Stenosis,236,288,262,335
14_044_3_0034.bmp,512,512,Stenosis,231,256,250,272
14_033_4_0069.bmp,800,800,Stenosis,404,168,434,200
14_048_4_0032.bmp,1000,1000,Stenosis,326,138,343,153
14_046_5_0047.bmp,1000,1000,Stenosis,711,283,741,312
14_084_3_0031.bmp,1000,1000,Stenosis,182,262,227,326
14_018_8_0044.bmp,608,608,Stenosis,202,177,237,233
14_075_3_0029.bmp,512,512,Stenosis,201,188,232,231
14_021_30_0032.bmp,512,512,Stenosis,223,143,255,169
14_002_8_0016.bmp,512,512,Stenosis,254,164,283,190
14_007_5_0099.bmp,800,800,Stenosis,408,198,444,244
14_039_4_0022.bmp,800,800,Stenosis,281,197,304,221
14_028_3_0079.bmp,800,800,Stenosis,279,211,337,254
14_075_1_0018.bmp,512,512,Stenosis,98,144,135,251
14_084_1_0022.bmp,1000,1000,Stenosis,264,415,293,472
14_007_6_0074.bmp,800,800,Stenosis,477,182,519,224
14_053_1_0058.bmp,800,800,Stenosis,160,511,218,553
14_066_2_0066.bmp,800,800,Stenosis,323,112,376,144
14_057_3_0090.bmp,1000,1000,Stenosis,380,149,464,196
14_066_10_0045.bmp,1000,1000,Stenosis,356,277,394,326
14_048_1_0066.bmp,1000,1000,Stenosis,284,428,312,458
14_031_3_0062.bmp,800,800,Stenosis,404,350,423,381
14_021_16_0085.bmp,608,608,Stenosis,124,87,152,124
14_088_1_0054.bmp,800,800,Stenosis,490,194,571,238
14_096_4_0041.bmp,800,800,Stenosis,265,190,318,220
14_084_7_0062.bmp,800,800,Stenosis,137,214,180,276
14_064_3_0011.bmp,1000,1000,Stenosis,500,411,538,490
14_085_1_0080.bmp,800,800,Stenosis,150,401,186,457
14_066_8_0051.bmp,800,800,Stenosis,129,162,173,197
14_010_1_0031.bmp,512,512,Stenosis,111,214,158,255
14_040_1_0039.bmp,512,512,Stenosis,224,150,233,167
14_081_10_0039.bmp,800,800,Stenosis,211,484,264,517
14_007_10_0047.bmp,800,800,Stenosis,418,129,466,170
14_053_1_0031.bmp,800,800,Stenosis,184,465,240,506
14_016_1_0023.bmp,800,800,Stenosis,334,192,396,233
14_080_3_0027.bmp,608,608,Stenosis,248,251,277,280
14_087_2_0072.bmp,800,800,Stenosis,244,267,316,296
14_084_7_0058.bmp,800,800,Stenosis,79,206,116,265
14_039_1_0025.bmp,800,800,Stenosis,392,109,412,133
14_059_1_0089.bmp,800,800,Stenosis,385,382,486,427
14_022_7_0022.bmp,800,800,Stenosis,168,105,197,157
14_040_5_0037.bmp,512,512,Stenosis,415,187,436,202
14_064_2_0070.bmp,800,800,Stenosis,388,334,440,428
14_053_5_0043.bmp,800,800,Stenosis,193,67,270,95
